ThreadID,Thread Title,URL,Date,Number of Messages
TH00827,Journalistic AIDS,https://groups.google.com./g/net.motss/c/dMQU5oE_bfk,8/31/85,1
TH00826,a funny thing,https://groups.google.com./g/net.motss/c/jnSwGvMKB24,8/31/85,1
TH00825,"hear, hear!",https://groups.google.com./g/net.motss/c/uIu7_zYMhOw,8/31/85,1
TH00824,"Gays, heterosexuals, and war",https://groups.google.com./g/net.motss/c/F2F0O5h6Hxc,8/30/85,1
TH00823,opening christian awareness,https://groups.google.com./g/net.motss/c/M1vB45ZkJmQ,8/30/85,3
TH00822,Definitive expose' of Sandinistas?,https://groups.google.com./g/net.motss/c/Sp6cPvkbNno,8/30/85,4
TH00821,Sly Stallone and Rock Hudson,https://groups.google.com./g/net.motss/c/d16H5AX-Vd0,8/29/85,2
TH00820,Lord Avon a victim of AIDS,https://groups.google.com./g/net.motss/c/vDdXmrA8kcg,8/28/85,1
TH00819,"""Daughters of a Coral Dawn""",https://groups.google.com./g/net.motss/c/pBjyNVdUP8U,8/27/85,2
TH00818,Bisexuality Anyone?.......I'll pass.,https://groups.google.com./g/net.motss/c/szVEG8rdPic,8/26/85,3
TH00817,By the Bye,https://groups.google.com./g/net.motss/c/Uyepj6t6Kq0,8/26/85,3
TH00816,"MOTSS Party in New England on Friday, September 27th (RSVP!)",https://groups.google.com./g/net.motss/c/bLbu_OaA-Wo,8/23/85,1
TH00815,Here's something to discuss,https://groups.google.com./g/net.motss/c/1gPlSKpEJOI,8/23/85,3
TH00814,"""Bride"" (""gayness"" in movie)",https://groups.google.com./g/net.motss/c/nK6tbSivtOY,8/22/85,2
TH00813,"Some comments on recent issues: disenfranchisement, word usage, etc.",https://groups.google.com./g/net.motss/c/xs_Wi5fL9uI,8/22/85,1
TH00812,Communication and NET.MOTSS,https://groups.google.com./g/net.motss/c/JIokshMR8hI,8/22/85,3
TH00811,Current PR,https://groups.google.com./g/net.motss/c/UvCGfB6T9CE,8/22/85,1
TH00810,New kid on the block,https://groups.google.com./g/net.motss/c/rcAz3SPwG94,8/22/85,5
TH00809,Politics of Gender and Sexuality course (fairly long),https://groups.google.com./g/net.motss/c/s7hoSYVEhBM,8/21/85,2
TH00808,"Anti-gay theme of \""Fright Night\""",https://groups.google.com./g/net.motss/c/6ql0rmj3oI4,8/21/85,1
TH00807,Feelings and discrimination,https://groups.google.com./g/net.motss/c/3np2Eb8awNo,8/20/85,2
TH00806,Anonymous posting: a bisexual's thoughts on bisexuality,https://groups.google.com./g/net.motss/c/bBCmnGZ8a3k,8/20/85,2
TH00805,A Romantic View on Bisexuality,https://groups.google.com./g/net.motss/c/jD6DO4tJOXM,8/20/85,1
TH00804,Conservatism in the Gay Cause,https://groups.google.com./g/net.motss/c/xtdYp0f-DcU,8/20/85,1
TH00803,Proof that AIDS can be transmitted by Semen,https://groups.google.com./g/net.motss/c/82jkWkwWkyk,8/20/85,1
TH00802,corporate policy,https://groups.google.com./g/net.motss/c/0uelUw3es3g,8/19/85,1
TH00801,French books and Cavafy's poetry,https://groups.google.com./g/net.motss/c/uHPaYIvpHtw,8/19/85,2
TH00800,bbncc5's mail screwed up,https://groups.google.com./g/net.motss/c/EESJ95zFxHw,8/18/85,1
TH00799,Gay-related issues in my daily life,https://groups.google.com./g/net.motss/c/uBUH8rF4MLk,8/18/85,2
TH00798,A straight married female's view: anonymous posting,https://groups.google.com./g/net.motss/c/mCAeOBg2_no,8/18/85,2
TH00797,Coming-out at work or school,https://groups.google.com./g/net.motss/c/FhrTscG1wZk,8/17/85,1
TH00796,Terms and personal insight,https://groups.google.com./g/net.motss/c/WQ1Mo6Eme34,8/17/85,1
TH00795,"opportunity,the net,and language",https://groups.google.com./g/net.motss/c/-UwNgTyojC8,8/15/85,7
TH00794,Was Robert Schumann & Schubert gay? A Recent psychobiography,https://groups.google.com./g/net.motss/c/cTo1SeKI_l8,8/14/85,2
TH00793,Nomenclature - G/H/L,https://groups.google.com./g/net.motss/c/D8k-ijBU674,8/13/85,1
TH00792,Golden State Gay Rodeo Assoc picnic,https://groups.google.com./g/net.motss/c/dcBcyJsO7bQ,8/11/85,1
TH00791,AIDS Transmission (Addendum),https://groups.google.com./g/net.motss/c/mOyXcZB48N8,8/9/85,4
TH00790,AIDS in the news,https://groups.google.com./g/net.motss/c/w2qGlAxh-X0,8/8/85,2
TH00789,Poll reports fear of AIDS growing in US,https://groups.google.com./g/net.motss/c/KbsYoEHnaFc,8/5/85,1
TH00788,in answer to a bar comment,https://groups.google.com./g/net.motss/c/8iXxF4NO1YA,8/2/85,1
TH00787,"""The Invisible Partners""",https://groups.google.com./g/net.motss/c/D4AoYhngM04,8/2/85,2
TH00786,Delta agent and Hep B,https://groups.google.com./g/net.motss/c/qUWobb5qjpU,8/1/85,2
TH00785,Upcoming gay & Greek films,https://groups.google.com./g/net.motss/c/Y2otsu9adXw,7/29/85,1
TH00784,Ohmygawd!!!,https://groups.google.com./g/net.motss/c/16INFisvzlA,7/29/85,4
TH00783,Gays as Trendsetters,https://groups.google.com./g/net.motss/c/Cl67AIrIz20,7/29/85,1
TH00782,Ken Arndt Come On Down!,https://groups.google.com./g/net.motss/c/Gi8UHV_cuLA,7/28/85,2
TH00781,Jason on Bars,https://groups.google.com./g/net.motss/c/3sv3bXnhW2g,7/27/85,3
TH00780,AIDS,https://groups.google.com./g/net.motss/c/w1K16tU-dHQ,7/25/85,1
TH00779,Childcare ban: more news -- a correction?,https://groups.google.com./g/net.motss/c/eZedKahqE9Q,7/25/85,1
TH00778,Nontraditional family ban in childcare: more news,https://groups.google.com./g/net.motss/c/UDESrMvPh5I,7/24/85,1
TH00777,Death: the final chapter on AIDS,https://groups.google.com./g/net.motss/c/MN6nX5V3WMc,7/23/85,1
TH00776,Jason on bars,https://groups.google.com./g/net.motss/c/oexMsRPW-Hk,7/23/85,1
TH00775,Movies With Gay Themes,https://groups.google.com./g/net.motss/c/KuCHPJPlGj4,7/22/85,2
TH00774,Looking Back,https://groups.google.com./g/net.motss/c/S5ONqpNDLIA,7/22/85,1
TH00773,"Men's Music, another summary",https://groups.google.com./g/net.motss/c/1ko9Eqj0Yug,7/20/85,1
TH00772,Ignore Ken Arndt,https://groups.google.com./g/net.motss/c/T2t3cH3PwOs,7/19/85,1
TH00771,White,https://groups.google.com./g/net.motss/c/lqjUUfmWooU,7/19/85,1
TH00770,books,https://groups.google.com./g/net.motss/c/TkN3uFbMZHo,7/18/85,1
TH00769,Summary: Songs for Gay Men,https://groups.google.com./g/net.motss/c/4I3G5p8soh0,7/17/85,1
TH00768,Recent reading,https://groups.google.com./g/net.motss/c/VhcUeKLYtdQ,7/17/85,2
TH00767,How AIDS virus foils immune system: new finding,https://groups.google.com./g/net.motss/c/eO-cfvySmg4,7/16/85,1
TH00766,Where to get Amory's Loon trilogy,https://groups.google.com./g/net.motss/c/TtnILFrusHQ,7/16/85,3
TH00765,SOM (South of Market) BBS,https://groups.google.com./g/net.motss/c/-FYgYMHWgfA,7/13/85,1
TH00764,Subject: Call for members of mailing list,https://groups.google.com./g/net.motss/c/rFmwZ__1jBk,7/12/85,1
TH00763,Is this an insult?,https://groups.google.com./g/net.motss/c/QC7mx7zN-fw,7/12/85,3
TH00762,"Arndt, etcetera",https://groups.google.com./g/net.motss/c/Qu8R2bHKUxw,7/11/85,1
TH00761,Tricks by R. Camus in English?,https://groups.google.com./g/net.motss/c/utY440PNnls,7/9/85,4
TH00760,SF Gay Freedom day report,https://groups.google.com./g/net.motss/c/b9d7L5RTkDE,7/9/85,2
TH00759,"Jerry Loves You, This I Know . . .",https://groups.google.com./g/net.motss/c/PIIczbP2L9k,7/9/85,4
TH00758,"Tut, tut, Trisha!",https://groups.google.com./g/net.motss/c/0RoN4OGOLAo,7/9/85,1
TH00757,"""Erotic in Nature"" query",https://groups.google.com./g/net.motss/c/s4Gg2LSxHHc,7/9/85,1
TH00756,The History of Sex: a bibliography,https://groups.google.com./g/net.motss/c/GZmXLix4eOM,7/9/85,1
TH00755,Jerry lovs ya Update,https://groups.google.com./g/net.motss/c/b3WTPIZ_ew8,7/9/85,1
TH00754,Songs for men,https://groups.google.com./g/net.motss/c/4ci_Qoi-1TA,7/9/85,3
TH00753,Recent psychobiography of Robert Schumann,https://groups.google.com./g/net.motss/c/gdVangW5zsI,7/8/85,1
TH00752,The Age of AIDS,https://groups.google.com./g/net.motss/c/iNn_68vSslQ,7/7/85,5
TH00751,PLLEEEASE!!!,https://groups.google.com./g/net.motss/c/hOVujIMVxUE,7/6/85,2
TH00750,Gay fostercare ban: more news,https://groups.google.com./g/net.motss/c/-Md9H-hygWE,7/6/85,12
TH00749,NY Gay Pride Parade,https://groups.google.com./g/net.motss/c/_PpZXZd6qMU,7/1/85,1
TH00748,leaving the net,https://groups.google.com./g/net.motss/c/UGBGMqCoMhU,6/28/85,1
TH00747,mod.motss,https://groups.google.com./g/net.motss/c/ERfjDXdE91s,6/28/85,1
TH00746,Premarital Sex,https://groups.google.com./g/net.motss/c/3zbpJRHOc7I,6/27/85,1
TH00745,Some films at the SF Lesbian and Gay Film Festival,https://groups.google.com./g/net.motss/c/lTIjOHQCMU4,6/27/85,1
TH00744,Before Stonewall,https://groups.google.com./g/net.motss/c/kuxInz-NzAU,6/27/85,1
TH00743,The History of Sex: review of research,https://groups.google.com./g/net.motss/c/JQ7_W2S3xn8,6/26/85,1
TH00742,NEG&L Film FEstival: screenings,https://groups.google.com./g/net.motss/c/6yaGRQ1QPE4,6/26/85,2
TH00741,Thanks Ken Arnold,https://groups.google.com./g/net.motss/c/ICCjf7MesMg,6/25/85,1
TH00740,NE Lesbian & Gay Film Festival: program #9,https://groups.google.com./g/net.motss/c/31-CWPEIzqQ,6/25/85,1
TH00739,NE Lesbian & Gay Film Festival: program #8,https://groups.google.com./g/net.motss/c/NMTvxsvdBgk,6/25/85,1
TH00738,The New England Gay & Lesbian Film Festival: Week #3,https://groups.google.com./g/net.motss/c/X9CJ0tO-2_E,6/24/85,11
TH00737,"Query about ""Gilda"" -- (spoiler)",https://groups.google.com./g/net.motss/c/M9iWRht1Qsk,6/23/85,1
TH00736,Pink Narcissus,https://groups.google.com./g/net.motss/c/d3jXIABc-8U,6/22/85,1
TH00735,Times of Harvey Milk,https://groups.google.com./g/net.motss/c/tf9ZIoexAwc,6/20/85,1
TH00734,term for SO's relatives,https://groups.google.com./g/net.motss/c/A8ro3Ij4kDg,6/20/85,3
TH00733,Cry of the Heart,https://groups.google.com./g/net.motss/c/RJ6bGcBZSK4,6/19/85,2
TH00732,1985 Pride Parade,https://groups.google.com./g/net.motss/c/z-e_AEvED1I,6/18/85,2
TH00731,Some Views,https://groups.google.com./g/net.motss/c/e9RcbHrQPLo,6/18/85,3
TH00730,Let's Keep this Newsgroup for what it was intended!,https://groups.google.com./g/net.motss/c/C9NOOe_j_gU,6/16/85,1
TH00729,AIDS research funding,https://groups.google.com./g/net.motss/c/Je-gdeV_WSU,6/16/85,1
TH00728,Pentagon: Donors with HTLV-3 antibodies won't be disciplined,https://groups.google.com./g/net.motss/c/eI412PRUYQY,6/13/85,1
TH00727,apologies,https://groups.google.com./g/net.motss/c/we4wyfEB7y4,6/12/85,1
TH00726,Women and the consumption of toilet paper.,https://groups.google.com./g/net.motss/c/6zThXWtoNbw,6/12/85,1
TH00725,SF International Lesbian and Gay Film Festival (LONG),https://groups.google.com./g/net.motss/c/d6MJRvBxBsM,6/12/85,1
TH00724,HLA-DR antibodies cause positive HTLV-3 test results.,https://groups.google.com./g/net.motss/c/AbEsyZIkbz8,6/11/85,2
TH00723,Articles on gay Nicaraguans,https://groups.google.com./g/net.motss/c/Jhp86WCcKpg,6/10/85,3
TH00722,N.E. Gay Film Festival--Program #2,https://groups.google.com./g/net.motss/c/7EWAtmFD73I,6/9/85,1
TH00721,New England Gay Film Festival--Program #1,https://groups.google.com./g/net.motss/c/gpK72tNYWWM,6/7/85,2
TH00720,a request for a technical term concerning male homosexuality,https://groups.google.com./g/net.motss/c/_oNk3_iKu_o,6/6/85,2
TH00719,The New England Gay & Lesbian Film Festival: Week #2,https://groups.google.com./g/net.motss/c/m5-g95vX5as,6/5/85,1
TH00718,News England Gay & Lesbian Fil Festival: Week #1 Schedule,https://groups.google.com./g/net.motss/c/U6aN_z_rAfg,6/4/85,2
TH00717,"Lesbian & Gay Film Festival in Cambridge, MA",https://groups.google.com./g/net.motss/c/_5b17HM703A,6/3/85,1
TH00716,Political Progress in Rochester,https://groups.google.com./g/net.motss/c/l50gK6GSoTU,5/31/85,1
TH00715,net.humor (please don't take offense),https://groups.google.com./g/net.motss/c/9GUyOOWUmMI,5/30/85,1
TH00714,Personal Ad Hints,https://groups.google.com./g/net.motss/c/6A73BnrMiME,5/29/85,1
TH00713,Anti-AIDS drugs promising.,https://groups.google.com./g/net.motss/c/MzPyTU4bavw,5/28/85,1
TH00712,Yuppies,https://groups.google.com./g/net.motss/c/RUW1ElCkB1Y,5/27/85,16
TH00711,Data: Homosexuality may not be learned,https://groups.google.com./g/net.motss/c/DuQF-VQciSg,5/26/85,22
TH00710,gay genes (anthropological musings),https://groups.google.com./g/net.motss/c/wGcfSsGFvpw,5/25/85,1
TH00709,I am what I am,https://groups.google.com./g/net.motss/c/K9YAk9bBSak,5/25/85,1
TH00708,gay genes,https://groups.google.com./g/net.motss/c/YHgy4TsK0M8,5/23/85,8
TH00707,Sex by Numbers (not prostitution!),https://groups.google.com./g/net.motss/c/m0wg5Ozrtc8,5/22/85,2
TH00706,Nazi concentration camps,https://groups.google.com./g/net.motss/c/ahWKleY_DFQ,5/21/85,3
TH00705,gay genes II,https://groups.google.com./g/net.motss/c/beE5BYFFh9w,5/16/85,1
TH00704,A correction to my drugs and rape posting,https://groups.google.com./g/net.motss/c/OxhrhxuDDSU,5/13/85,7
TH00703,Info wanted (didn't listen to NPR),https://groups.google.com./g/net.motss/c/O7V8i1XjbaA,5/10/85,1
TH00702,A.I.D.S.,https://groups.google.com./g/net.motss/c/_O83-v57CkU,5/8/85,1
TH00701,drugged and raped,https://groups.google.com./g/net.motss/c/4jzQ5X-uNZo,5/8/85,1
TH00700,news item,https://groups.google.com./g/net.motss/c/YcT0zpj64S0,5/8/85,1
TH00699,Potential invisibility,https://groups.google.com./g/net.motss/c/U5ICWBXmnAc,5/7/85,3
TH00698,Drugged and Raped,https://groups.google.com./g/net.motss/c/fsELgb7x_MM,5/7/85,2
TH00697,Gay magazines,https://groups.google.com./g/net.motss/c/rnTjffleRwU,5/5/85,3
TH00696,re Re Yuppies,https://groups.google.com./g/net.motss/c/Pwbx_34RsTQ,5/3/85,4
TH00695,"Followup to ""Embarassing moment or a good laugh""",https://groups.google.com./g/net.motss/c/e2psSe0AMO4,5/2/85,1
TH00694,Embarassing moment or a good laugh (depends on your outlook!),https://groups.google.com./g/net.motss/c/QXMiKEujCmk,5/2/85,1
TH00693,Psychotic ex-lovers,https://groups.google.com./g/net.motss/c/c-oB9fjMDyM,5/1/85,1
TH00692,Alcohol and It's Effect on Relationships,https://groups.google.com./g/net.motss/c/xgt9i__xzqY,5/1/85,1
TH00691,Let's Boogie! Meeting Other Netters (classified ads),https://groups.google.com./g/net.motss/c/zpxeBO1HYlc,5/1/85,1
TH00690,Who's alive in New England?,https://groups.google.com./g/net.motss/c/4v4II4hOA_Y,5/1/85,2
TH00689,A white man speaks his mind. (Part 2),https://groups.google.com./g/net.motss/c/7nFVM7W-VAY,4/29/85,1
TH00688,homophobia,https://groups.google.com./g/net.motss/c/p6ogZetX72Q,4/25/85,2
TH00687,Role models for gay relationships,https://groups.google.com./g/net.motss/c/yFLwuWYujg4,4/25/85,7
TH00686,Gay Role Models,https://groups.google.com./g/net.motss/c/-EK-vOsKp1c,4/25/85,1
TH00685,Terminology,https://groups.google.com./g/net.motss/c/T4_PNoNcVT8,4/25/85,1
TH00684,"The Word ""homophobe""",https://groups.google.com./g/net.motss/c/7iNj0Kj6770,4/21/85,1
TH00683,left ear/right ear earring confusion,https://groups.google.com./g/net.motss/c/syUVrE-_qro,4/21/85,1
TH00682,Re re re Question about Flavoured Lubes (sophie),https://groups.google.com./g/net.motss/c/6_JLJtIEMfI,4/20/85,1
TH00681,Donor Insemination,https://groups.google.com./g/net.motss/c/NYBBrYilIDo,4/20/85,4
TH00680,The Movie The Best Way,https://groups.google.com./g/net.motss/c/Bv2cmMbu3u8,4/19/85,1
TH00679,Question about Flavored Lubes,https://groups.google.com./g/net.motss/c/uE90lPJzV24,4/19/85,2
TH00678,Gay Publications,https://groups.google.com./g/net.motss/c/RlfZpkl4fOA,4/19/85,3
TH00677,why gays like to be visible,https://groups.google.com./g/net.motss/c/ikUTfp0NGlw,4/18/85,18
TH00676,SanFrancisco,https://groups.google.com./g/net.motss/c/J7ZXydQ1F9g,4/18/85,1
TH00675,Single Parenting,https://groups.google.com./g/net.motss/c/B_ApnpNpVaE,4/17/85,1
TH00674,Any CompuServe CBers out there on Channel 33?,https://groups.google.com./g/net.motss/c/dZQQD8gNNR0,4/17/85,1
TH00673,AIDS virus and monkeys,https://groups.google.com./g/net.motss/c/pU5k6ah41RU,4/15/85,2
TH00672,nonoxynol-9,https://groups.google.com./g/net.motss/c/RPBbrdst2EI,4/15/85,4
TH00671,Resurgence of hatred,https://groups.google.com./g/net.motss/c/gmoOeJsU-I0,4/14/85,1
TH00670,nonoxynol-9 cretin,https://groups.google.com./g/net.motss/c/OeyUQ7O4erI,4/12/85,1
TH00669,Re. Sex by Numbers,https://groups.google.com./g/net.motss/c/FpeBQwxc7RM,4/9/85,1
TH00668,Videotaping of the Boston Gay Pride Parade,https://groups.google.com./g/net.motss/c/NbyYxzpY29g,4/8/85,1
TH00667,Single men who want kids?,https://groups.google.com./g/net.motss/c/EXfnShYyfOA,4/8/85,10
TH00666,"BRUCE, the ""gay"" name (?)",https://groups.google.com./g/net.motss/c/rJ2XkCWwE94,4/8/85,3
TH00665,"re Re Bruce, the gay name",https://groups.google.com./g/net.motss/c/nQLhuP4DCXA,4/5/85,1
TH00664,another Egypt,https://groups.google.com./g/net.motss/c/ujw0HcMbmxw,4/5/85,3
TH00663,Gay/Straight Differences,https://groups.google.com./g/net.motss/c/QcG96JuKr6s,4/5/85,2
TH00662,excuse me for staring,https://groups.google.com./g/net.motss/c/L-Ajgmv85ak,4/5/85,1
TH00661,PARTY IN COLUMBUS!,https://groups.google.com./g/net.motss/c/oSH3Vn6n-Bw,4/5/85,1
TH00660,"Kids but no marriage, negative comments",https://groups.google.com./g/net.motss/c/IdpQY9xkR6M,4/4/85,2
TH00659,SPEAKERS BUREAU NEEDS ADVICE,https://groups.google.com./g/net.motss/c/YUZcP5o1f5Y,4/3/85,1
TH00658,The Times of Harvey Milk,https://groups.google.com./g/net.motss/c/eBDtL_rc3VE,4/3/85,1
TH00657,Can hetero/homo be roommates?,https://groups.google.com./g/net.motss/c/SrNXD4yL-cs,4/2/85,1
TH00656,"Re : Bruce, the gay name",https://groups.google.com./g/net.motss/c/9XT5DY3As_E,4/2/85,1
TH00655,Single men who want kids? The results! & a new question.,https://groups.google.com./g/net.motss/c/q0r1v2YGt5I,4/2/85,2
TH00654,G.S.G.R.A. rodeo,https://groups.google.com./g/net.motss/c/g2xrMglU-7o,4/1/85,1
TH00653,"Tim Maroney, roommates and ""discrimination""",https://groups.google.com./g/net.motss/c/CDgkOsHCAvc,4/1/85,2
TH00652,Whoops....syntax error on first try,https://groups.google.com./g/net.motss/c/VZdHIpdZPss,4/1/85,1
TH00651,Gay organizations (part 4): professional,https://groups.google.com./g/net.motss/c/PgrI0KBtdvE,4/1/85,3
TH00650,having children without marriage,https://groups.google.com./g/net.motss/c/Jx2b4iGLsx8,4/1/85,1
TH00649,Single men who want kids? (A Flaming Response),https://groups.google.com./g/net.motss/c/6MWzfBXgfS8,3/31/85,1
TH00648,Chapter 5: A Clean Closet,https://groups.google.com./g/net.motss/c/IyqmwP6La58,3/29/85,1
TH00647,To Ken Arndt,https://groups.google.com./g/net.motss/c/xSsk56PNZfs,3/27/85,2
TH00646,Interviews,https://groups.google.com./g/net.motss/c/PJMm10eiUbM,2/28/85,1
TH00645,"More on ""Forumo"", an international gay newsletter",https://groups.google.com./g/net.motss/c/qzock90XezI,3/26/85,1
TH00644,Torchsong Trilogy Tour,https://groups.google.com./g/net.motss/c/_wYd1FYNkKI,3/26/85,1
TH00643,re Helping a friend come out,https://groups.google.com./g/net.motss/c/YS0REg92ycw,3/26/85,1
TH00642,Helping a friend come out,https://groups.google.com./g/net.motss/c/E7Zp5UnqtWs,3/25/85,1
TH00641,To Bill Heiser,https://groups.google.com./g/net.motss/c/pk8NUdNoLxo,3/21/85,2
TH00640,no messages......... (lesbian pornography),https://groups.google.com./g/net.motss/c/bA5zngGI-Lw,3/20/85,1
TH00639,Comments on mail about Robert DeB's situation,https://groups.google.com./g/net.motss/c/0-E9X0jqDZg,3/20/85,1
TH00638,love poem,https://groups.google.com./g/net.motss/c/-CuWVygLDuE,3/20/85,1
TH00637,Coming Out at Work & Corporate Lawyers,https://groups.google.com./g/net.motss/c/F38Eg59ZEO4,3/20/85,3
TH00636,no messages.........,https://groups.google.com./g/net.motss/c/FgD8Uy8LwDY,3/18/85,6
TH00635,"Oh, Robert",https://groups.google.com./g/net.motss/c/3ZRBkHdUHW8,3/18/85,1
TH00634,To Robert D,https://groups.google.com./g/net.motss/c/5eEm-cYo7F0,3/18/85,1
TH00633,Coming out at work,https://groups.google.com./g/net.motss/c/IazSAA1Vvx8,3/18/85,1
TH00632,to Robert DeBenedictis,https://groups.google.com./g/net.motss/c/nimTlRfEaMU,3/18/85,2
TH00631,2nd AIDS test approved,https://groups.google.com./g/net.motss/c/0M-_CBUZnkI,3/17/85,2
TH00630,Michael Jackson & Reagan's son Ronny Junior,https://groups.google.com./g/net.motss/c/uhuecSyaGGU,2/22/85,7
TH00629,The meaning of statistics,https://groups.google.com./g/net.motss/c/DjulkvH_1qw,2/21/85,1
TH00628,req. for info-Boston,https://groups.google.com./g/net.motss/c/xbKEl_FTR-U,2/18/85,1
TH00627,Party in Dallas,https://groups.google.com./g/net.motss/c/ALh7L6CELco,2/18/85,4
TH00626,Heterosexual Questionnaire,https://groups.google.com./g/net.motss/c/rosQc0MmU2I,2/18/85,1
TH00625,req. for info - boston,https://groups.google.com./g/net.motss/c/RKboAf0Arzk,2/16/85,1
TH00624,"No Comment about ""Consenting Adult""",https://groups.google.com./g/net.motss/c/LUO-zrLL6W4,2/16/85,1
TH00623,Some spermicides may lower risk of AIDS,https://groups.google.com./g/net.motss/c/Cekf-bIGbcM,2/16/85,2
TH00622,Jason on Bad Relationships,https://groups.google.com./g/net.motss/c/jEiUB6g9h84,2/15/85,2
TH00621,Golden State Gay Rodeo Assoc. Cocktail Party in San Francisco,https://groups.google.com./g/net.motss/c/tDBIx_I18hc,2/14/85,1
TH00620,Gay Rodeo in Los Angeles,https://groups.google.com./g/net.motss/c/omP-LQCzEGA,2/14/85,1
TH00619,Valentine Day -- a unique gift,https://groups.google.com./g/net.motss/c/8CurJFRD9jA,2/12/85,1
TH00618,Homosexuality and the bible,https://groups.google.com./g/net.motss/c/MfWZuLLNtX4,2/11/85,4
TH00617,UC BANS HOMOPHOBIC RECRUITERS,https://groups.google.com./g/net.motss/c/W6lgKw0i8-E,2/11/85,1
TH00616,Reds under the bed? Some readings,https://groups.google.com./g/net.motss/c/e9xbvVQkjBQ,2/11/85,1
TH00615,"No Comment about ""Consenting Adult""",https://groups.google.com./g/net.motss/c/LLIxI3IURlI,2/11/85,1
TH00614,Am I missing news articles?,https://groups.google.com./g/net.motss/c/3Twm_Q-13Wk,2/11/85,1
TH00613,"What, no comments on ""Consenting Adult""?",https://groups.google.com./g/net.motss/c/nMwXNePCOBc,2/10/85,3
TH00612,Drug kills alleged AIDS virus in bloodstream,https://groups.google.com./g/net.motss/c/LE7sZT5ALHk,2/8/85,1
TH00611,We're everywhere,https://groups.google.com./g/net.motss/c/vZKzwgB3EmQ,2/8/85,1
TH00610,Info request: Communist persecution of gays,https://groups.google.com./g/net.motss/c/LWC-s_fdJmc,2/6/85,1
TH00609,AnFirst step towards an AIDS vaccine,https://groups.google.com./g/net.motss/c/lHC1FRzMpeA,2/5/85,1
TH00608,The national Gay Task Force Corporate Survey (VERY long),https://groups.google.com./g/net.motss/c/6Nt9nRmdBLg,2/4/85,1
TH00607,Gay organizations (part 2): lesbian,https://groups.google.com./g/net.motss/c/V07DRa4h58w,2/4/85,1
TH00606,Gay organizations (part 5): religious,https://groups.google.com./g/net.motss/c/kFgrfU1Ud64,2/4/85,1
TH00605,Gay organizations (part 3): medical,https://groups.google.com./g/net.motss/c/F-dH0vi244M,2/4/85,1
TH00604,Heterosexual Questionnaire,https://groups.google.com./g/net.motss/c/yD4OzkthscA,2/2/85,1
TH00603,YABS - offensive to gays -- FOLLOWUP,https://groups.google.com./g/net.motss/c/Jy8Xhuh9b3A,2/2/85,1
TH00602,"""Consenting Adult"" and TV in general",https://groups.google.com./g/net.motss/c/fV4QCwf-6uY,2/1/85,1
TH00601,IMPROPER CONDUCT & Cuban Communism,https://groups.google.com./g/net.motss/c/zu8UknSM1-Q,1/31/85,1
TH00600,Christianiod intolerance,https://groups.google.com./g/net.motss/c/aOm-QnZCV1Y,1/31/85,1
TH00599,TV Movie: Consenting Adult,https://groups.google.com./g/net.motss/c/9V70hgSl9cc,1/30/85,1
TH00598,Does anyone recognise this book?,https://groups.google.com./g/net.motss/c/g_yoCrq3M-A,1/29/85,1
TH00597,AIDS/future attitudes,https://groups.google.com./g/net.motss/c/LInJBgsSzhU,1/28/85,3
TH00596,To Ron Rizzo,https://groups.google.com./g/net.motss/c/6OBmeV8txMs,1/25/85,1
TH00595,"net.men.only? how about mail.men <a mailing list, silly!>",https://groups.google.com./g/net.motss/c/wuYCMrCalxo,1/24/85,1
TH00594,Time Magazine's *Man of the Year* (a reposting for those on vacation),https://groups.google.com./g/net.motss/c/pkRqN6Y2Tx0,1/24/85,2
TH00593,Almendros' IMPROPER CONDUCT,https://groups.google.com./g/net.motss/c/SP_DbDFO7Hw,1/23/85,3
TH00592,Movie IMPROPER CONDUCT & Cuban Communism,https://groups.google.com./g/net.motss/c/E1t-8Xcd4E4,1/22/85,1
TH00591,A Couple of Things,https://groups.google.com./g/net.motss/c/AXBh6KenFs0,1/21/85,1
TH00590,Relationships: do ANY of them work?,https://groups.google.com./g/net.motss/c/dm2FIRJ9ct4,1/21/85,1
TH00589,Dutch Movies,https://groups.google.com./g/net.motss/c/I6JpHjvvzhU,1/18/85,3
TH00588,"Truth, lying, and silence",https://groups.google.com./g/net.motss/c/Kj8SmQH2RUk,1/17/85,1
TH00587,The Kiss of the Spider Woman (mild spoiler),https://groups.google.com./g/net.motss/c/vXbFHQc0Av8,1/16/85,1
TH00586,"AIDS 4: Epidemiology of AIDS (long, with data)",https://groups.google.com./g/net.motss/c/0JFoaDkddfI,1/15/85,1
TH00585,Crown Jewels: Heat & Lust in the Raj,https://groups.google.com./g/net.motss/c/_oivACV6yfc,1/15/85,1
TH00584,US Supreme Court & Oklahoma Antigay Law,https://groups.google.com./g/net.motss/c/b3UzIrKlAgM,1/15/85,1
TH00583,homosexuality and the Bible,https://groups.google.com./g/net.motss/c/hCYabLW5MU4,1/14/85,2
TH00582,The cost of moderating satellite News,https://groups.google.com./g/net.motss/c/Z4lfAx-pbRQ,1/13/85,5
TH00581,net personals ... a pointer to a proposal,https://groups.google.com./g/net.motss/c/7w8IrCKpH9U,1/11/85,12
TH00580,re Re The cost of moderating satellite News,https://groups.google.com./g/net.motss/c/prqhUm2F9Jc,1/11/85,1
TH00579,(Eight) Nocturnes for the King of Naples,https://groups.google.com./g/net.motss/c/VaDmwPj9rPo,1/10/85,3
